instance,source_file,channel_id,channel_name,connector_context,secret_type,placeholder,orig_value_length
Portsmouth,Portsmouth/Default Group.xml,d69815ee-68d1-4dcb-8896-8b12ba06a9c4,PAS IN V2,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Portsmouth,Portsmouth/Default Group.xml,d69815ee-68d1-4dcb-8896-8b12ba06a9c4,PAS IN V2,AdmitSource,sample_message_inbound,(blanked),884
Portsmouth,Portsmouth/Default Group.xml,d69815ee-68d1-4dcb-8896-8b12ba06a9c4,PAS IN V2,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Portsmouth,Portsmouth/Default Group.xml,06f0b8b8-5ea0-41a4-a0bc-04b89fb5193c,PAS OUT,Set hosnum parameter,sample_message_inbound,(blanked),792
Portsmouth,Portsmouth/Default Group.xml,06f0b8b8-5ea0-41a4-a0bc-04b89fb5193c,PAS OUT,Set hosnum parameter,sample_message_outbound,(blanked),236
Sussex,Sussex/Default Group.xml,c14efd23-2c1c-4e53-a59f-dcfe0e727c3b,DICOM,PayloadProcessor API Send,password,${REDACTED_PASSWORD},11
Sussex,Sussex/Default Group.xml,c14efd23-2c1c-4e53-a59f-dcfe0e727c3b,DICOM,Write out file to IolMasterImport incoming folder when device is a Zeiss IOLMaster,password,${REDACTED_PASSWORD},11
Sussex,Sussex/Default Group.xml,375fe7b2-d55c-4c60-b66f-dc2000c8ea95,Document Delivery,SFTP,password,${REDACTED_PASSWORD},11
Sussex,Sussex/Default Group.xml,375fe7b2-d55c-4c60-b66f-dc2000c8ea95,Document Delivery,sourceConnector,password,${REDACTED_PASSWORD},11
Sussex,Sussex/Default Group.xml,375fe7b2-d55c-4c60-b66f-dc2000c8ea95,Document Delivery,SFTP,sample_message_outbound,(blanked),364
Sussex,Sussex/Default Group.xml,375fe7b2-d55c-4c60-b66f-dc2000c8ea95,Document Delivery,SFTP,username,${REDACTED_USERNAME},16
Sussex,Sussex/Default Group.xml,d69815ee-68d1-4dcb-8896-8b12ba06a9c4,PAS IN,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Sussex,Sussex/Default Group.xml,d69815ee-68d1-4dcb-8896-8b12ba06a9c4,PAS IN,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Sussex,Sussex/Default Group.xml,d69815ee-68d1-4dcb-8896-8b12ba06a9c4,PAS IN,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Sussex,Sussex/Default Group.xml,d69815ee-68d1-4dcb-8896-8b12ba06a9c4,PAS IN,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Sussex,Sussex/Default Group.xml,d69815ee-68d1-4dcb-8896-8b12ba06a9c4,PAS IN,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Sussex,Sussex/Default Group.xml,d69815ee-68d1-4dcb-8896-8b12ba06a9c4,PAS IN,AdmitSource,sample_message_inbound,(blanked),884
Sussex,Sussex/Default Group.xml,d69815ee-68d1-4dcb-8896-8b12ba06a9c4,PAS IN,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Sussex,Sussex/Default Group.xml,6b9477af-6106-41b7-bd2e-3273c1c9b2d3,PAS IN - Migration,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Sussex,Sussex/Default Group.xml,6b9477af-6106-41b7-bd2e-3273c1c9b2d3,PAS IN - Migration,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Sussex,Sussex/Default Group.xml,6b9477af-6106-41b7-bd2e-3273c1c9b2d3,PAS IN - Migration,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Sussex,Sussex/Default Group.xml,6b9477af-6106-41b7-bd2e-3273c1c9b2d3,PAS IN - Migration,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Sussex,Sussex/Default Group.xml,6b9477af-6106-41b7-bd2e-3273c1c9b2d3,PAS IN - Migration,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Sussex,Sussex/Default Group.xml,6b9477af-6106-41b7-bd2e-3273c1c9b2d3,PAS IN - Migration,AdmitSource,sample_message_inbound,(blanked),884
Sussex,Sussex/Default Group.xml,6b9477af-6106-41b7-bd2e-3273c1c9b2d3,PAS IN - Migration,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
Sussex,Sussex/Default Group.xml,06f0b8b8-5ea0-41a4-a0bc-04b89fb5193c,PAS OUT,Set hosnum parameter,sample_message_inbound,(blanked),792
Sussex,Sussex/Default Group.xml,06f0b8b8-5ea0-41a4-a0bc-04b89fb5193c,PAS OUT,Set hosnum parameter,sample_message_outbound,(blanked),236
Wales,Wales/DICOM.xml,da67d2ba-db52-4f50-898b-b534d71450ab,DICOM,PayloadProcessor API Send,password,${REDACTED_PASSWORD},11
Wales,Wales/DICOM.xml,da67d2ba-db52-4f50-898b-b534d71450ab,DICOM,Write out file to IolMasterImport incoming folder when device is a Zeiss IOLMaster,password,${REDACTED_PASSWORD},11
Wales,Wales/OpenEyes Query - ABUHB.xml,2e678abc-78ba-4220-93d3-846f765fd8dd,OpenEyes Query - ABUHB,Send Q21,password,${REDACTED_PASSWORD},11
Wales,Wales/OpenEyes Query - ABUHB.xml,2e678abc-78ba-4220-93d3-846f765fd8dd,OpenEyes Query - ABUHB,Set dob parameter,sample_message_inbound,(blanked),1100
Wales,Wales/OpenEyes Query - ABUHB.xml,2e678abc-78ba-4220-93d3-846f765fd8dd,OpenEyes Query - ABUHB,Set dob parameter,sample_message_outbound,(blanked),232
Wales,Wales/OpenEyes Query - BCUHB - Central.xml,3b655b56-5d80-403e-a61e-97c3abf919a4,OpenEyes Query - BCUHB - Central,Send Q21,password,${REDACTED_PASSWORD},11
Wales,Wales/OpenEyes Query - BCUHB - Central.xml,3b655b56-5d80-403e-a61e-97c3abf919a4,OpenEyes Query - BCUHB - Central,Set dob parameter,sample_message_inbound,(blanked),1100
Wales,Wales/OpenEyes Query - BCUHB - Central.xml,3b655b56-5d80-403e-a61e-97c3abf919a4,OpenEyes Query - BCUHB - Central,Set dob parameter,sample_message_outbound,(blanked),232
Wales,Wales/OpenEyes Query - BCUHB - West.xml,dbb9ec40-fc78-4f3c-82b6-552838ffe1d4,OpenEyes Query - BCUHB - West,Send Q21,password,${REDACTED_PASSWORD},11
Wales,Wales/OpenEyes Query - BCUHB - West.xml,dbb9ec40-fc78-4f3c-82b6-552838ffe1d4,OpenEyes Query - BCUHB - West,Set dob parameter,sample_message_inbound,(blanked),1100
Wales,Wales/OpenEyes Query - BCUHB - West.xml,dbb9ec40-fc78-4f3c-82b6-552838ffe1d4,OpenEyes Query - BCUHB - West,Set dob parameter,sample_message_outbound,(blanked),232
Wales,Wales/OpenEyes Query - CTMUHB.xml,0fa224a7-fe33-46ae-af0e-96d0ffd134c3,OpenEyes Query - CTMUHB,Send Q21,password,${REDACTED_PASSWORD},11
Wales,Wales/OpenEyes Query - CTMUHB.xml,0fa224a7-fe33-46ae-af0e-96d0ffd134c3,OpenEyes Query - CTMUHB,Set dob parameter,sample_message_inbound,(blanked),1100
Wales,Wales/OpenEyes Query - CTMUHB.xml,0fa224a7-fe33-46ae-af0e-96d0ffd134c3,OpenEyes Query - CTMUHB,Set dob parameter,sample_message_outbound,(blanked),232
Wales,Wales/OpenEyes Query - CVUHB.xml,9b5a6e96-dfbf-4a1d-b29b-59ccb6c3505d,OpenEyes Query - CVUHB,Send Q21,password,${REDACTED_PASSWORD},11
Wales,Wales/OpenEyes Query - CVUHB.xml,9b5a6e96-dfbf-4a1d-b29b-59ccb6c3505d,OpenEyes Query - CVUHB,Set dob parameter,sample_message_inbound,(blanked),1100
Wales,Wales/OpenEyes Query - CVUHB.xml,9b5a6e96-dfbf-4a1d-b29b-59ccb6c3505d,OpenEyes Query - CVUHB,Set dob parameter,sample_message_outbound,(blanked),232
Wales,Wales/OpenEyes Query - HDUHB.xml,dcf60125-aa97-45b9-a819-d54008394dea,OpenEyes Query - HDUHB,Send Q21,password,${REDACTED_PASSWORD},11
Wales,Wales/OpenEyes Query - HDUHB.xml,dcf60125-aa97-45b9-a819-d54008394dea,OpenEyes Query - HDUHB,Set dob parameter,sample_message_inbound,(blanked),1100
Wales,Wales/OpenEyes Query - HDUHB.xml,dcf60125-aa97-45b9-a819-d54008394dea,OpenEyes Query - HDUHB,Set dob parameter,sample_message_outbound,(blanked),232
Wales,Wales/OpenEyes Query - PTHB.xml,e29c8a88-35df-4bbd-89b2-864153cfb42d,OpenEyes Query - PTHB,Send Q21,password,${REDACTED_PASSWORD},11
Wales,Wales/OpenEyes Query - PTHB.xml,e29c8a88-35df-4bbd-89b2-864153cfb42d,OpenEyes Query - PTHB,Set dob parameter,sample_message_inbound,(blanked),1100
Wales,Wales/OpenEyes Query - PTHB.xml,e29c8a88-35df-4bbd-89b2-864153cfb42d,OpenEyes Query - PTHB,Set dob parameter,sample_message_outbound,(blanked),232
Wales,Wales/OpenEyes Query - SBUHB.xml,0e97b0f7-75db-41c8-b287-b4c0b574608b,OpenEyes Query - SBUHB,Send Q21,password,${REDACTED_PASSWORD},11
Wales,Wales/OpenEyes Query - SBUHB.xml,0e97b0f7-75db-41c8-b287-b4c0b574608b,OpenEyes Query - SBUHB,Set dob parameter,sample_message_inbound,(blanked),1100
Wales,Wales/OpenEyes Query - SBUHB.xml,0e97b0f7-75db-41c8-b287-b4c0b574608b,OpenEyes Query - SBUHB,Set dob parameter,sample_message_outbound,(blanked),232
Wales,Wales/PAS IN.xml,7a7288a3-5ade-46bc-921d-56baf0a6bf06,PAS IN,Clinic List - DELETE,password,${REDACTED_PASSWORD},11
Wales,Wales/PAS IN.xml,7a7288a3-5ade-46bc-921d-56baf0a6bf06,PAS IN,Clinic List - PUT,password,${REDACTED_PASSWORD},11
Wales,Wales/PAS IN.xml,7a7288a3-5ade-46bc-921d-56baf0a6bf06,PAS IN,PASAPI - Patient,password,${REDACTED_PASSWORD},11
Wales,Wales/PAS IN.xml,7a7288a3-5ade-46bc-921d-56baf0a6bf06,PAS IN,PASAPI - Patient Merge,password,${REDACTED_PASSWORD},11
Wales,Wales/PAS IN.xml,7a7288a3-5ade-46bc-921d-56baf0a6bf06,PAS IN,PASAPI - Secondary Patient,password,${REDACTED_PASSWORD},11
Wales,Wales/PAS IN.xml,7a7288a3-5ade-46bc-921d-56baf0a6bf06,PAS IN,AdmitSource,sample_message_inbound,(blanked),884
Wales,Wales/PAS IN.xml,7a7288a3-5ade-46bc-921d-56baf0a6bf06,PAS IN,GenerateSecondaryHospitalNumber,sample_message_inbound,(blanked),884
